DIMENSION: 5639
53.957349 -7.434313 362 Rocks Of Bawn "The Rocks  Crossdoney  Co. Cavan  Ireland"
53.932216 -7.408003 363 Caseys Steak Bar "Main St  Bellananagh  Ballinagh  Co. Cavan  Ireland"
53.8333977 -7.2670893 364 The Bridge Inn "Kilbride  Co. Cavan  Ireland"
53.8348337 -7.0823719 365 The Whistlestop "5 Main St  Rahardrum  Virginia  Co. Cavan  A82 N9X7  Ireland"
54.1900827 -8.0162777 366 The Shannon House "Dowra  Co. Cavan  Ireland"
54.1008355 -7.4441537 369 The Duckin Stool "Main St  Corporation Lands  Belturbet  Co. Cavan  Ireland"
53.906175 -6.80483 370 The Wishing Well "Main St  Lisasturrin  Kingscourt  Co. Cavan  Ireland"
53.9053708 -6.8051046 372 Donohoes Lounge Bar "98 Main St  Lisasturrin  Kingscourt  Co. Cavan  Ireland"
53.9153971 -6.969546 373 M. Giles And Sons "Barrack St  Tanderagee  Bailieborough  Co. Cavan  Ireland"
54.0137769 -7.5281641 374 Loughbawn Hotel "Main St  Portaliff Glebe  Killeshandra  Co. Cavan  Ireland"
54.0452119 -7.3769588 375 High Ball Inn "Derrygarra Lower  Butlers Bridge  Co. Cavan  Ireland"
53.8636082 -7.208035 376 Reasons "Granard St  Cornahilt  Ballyjamesduff  Co. Cavan  Co. Cavan  Ireland"
54.0473393 -7.3155094 377 Brady Brothers "Raheg  Ballyhaise  Co. Cavan  Ireland"
53.9887393 -7.3606163 378 Maura's Bar "86 Main St  Townparks  Cavan  H12 P2K2  Ireland"
53.8572437 -6.5400658 380 Boylans Bar And Lounge "29 Market St  Cappocksgreen  Ardee  Co. Louth  Ireland"
54.1189203 -7.7478236 381 Feehans Pub "R202  Muineal  Co. Cavan  Ireland"
53.9903947 -7.3602712 382 The White Star "Main St  Abbeyland  Cavan  Ireland"
53.8401977 -7.3698591 383 Kiernan "Aghakilmore  Callowhill  Co. Cavan  Ireland"
54.0728307 -7.0828685 385 Paddy O'leary "14 Bridge St  Drumaveil North  Cootehill  Co. Cavan  Ireland"
53.9894613 -7.3630389 386 Mcginnity's Bar "1 Rossa Pl  Townparks  Cavan  Ireland"
54.0137769 -7.5281641 387 Royal Hotel "Main St  Portaliff Glebe  Killeshandra  Co. Cavan  Ireland"
53.345569 -6.265125 388 Fitzsimons "21/22 Wellington Quay  Temple Bar  Dublin  Ireland"
53.9884581 -7.3604 391 Delaneys Bar "James Connolly St  Townparks  Cavan  Ireland"
54.0452119 -7.3769588 392 Con J.smith "Derrygarra Lower  Butlers Bridge  Co. Cavan  Ireland"
53.8634862 -7.2081737 393 Cheers Bar "Anne St  Co. Cavan  Ireland"
53.9757264 -7.3526118 394 The Kesh Bar "Gortnakesh  Co. Cavan  Ireland"
54.0751309 -7.0859659 396 Sean Mcbrien Connolly's Bar "Bridge St  Cootehill  Co. Cavan  Ireland"
53.9894712 -7.3605751 397 Kittys "Main St  Townparks  Cavan  Ireland"
53.8347744 -7.082625 401 James Matthews "Main St  Rahardrum  Virginia  Co. Cavan  Ireland"
54.0499569 -7.1448497 402 Village Inn "Cornabraher  Tullyvin  Co. Cavan  Ireland"
53.9169635 -6.9705623 403 Fox's "Main St  Beckscourt  Bailieborough  Co. Cavan  Ireland"
53.931824 -7.407274 406 Bradys "Main St  Bellananagh  Ballinagh  Co. Cavan  Ireland"
53.9910112 -7.3601773 407 Mcmahons Cafe Bar "97 Main St  Abbeyland  Cavan  Ireland"
54.100623 -7.444873 408 The Railway Bar "No  4 The Diamond  Belturbet  Co. Cavan  Ireland"
53.8113453 -6.9454036 409 Killians Lodge Hotel "Main St  Rosehill  Mullagh  Co. Cavan  Ireland"
54.100623 -7.444873 413 Drumlane Bar "No  4 The Diamond  Belturbet  Co. Cavan  Ireland"
53.8617381 -7.3208522 414 Fionas Bar "Flat 1  Upper Main St  Tonylion  Kilnaleck  Co. Cavan  Ireland"
53.8656741 -7.1159091 416 Lisgrey House "Lisgrey Cross  Lisgrea  Virginia  Co. Cavan  Ireland"
54.2909805 -7.8747383 418 Eamons Piano Bar "An Bonnán Buí Way  Tuam  Blacklion  Co. Cavan  Ireland"
53.8617381 -7.3208522 419 Smyths Bar "Flat 1  Upper Main St  Tonylion  Kilnaleck  Co. Cavan  Ireland"
53.8731771 -7.5340359 420 Fitzpatrick's "Loch Gowna Main street  Cavan  Ireland"
53.9160804 -6.9695699 422 The Benjam Inn "Main St  Tanderagee  Bailieborough  Co. Cavan  Ireland"
53.1992344 -8.5646653 425 Mcnamee's "H62 XW92  12 Bride St  Loughrea  Co. Galway  Ireland"
54.1018527 -7.4417381 428 Yukon Bar "Holborn Hill  Corporation Lands  Belturbet  Co. Cavan  Ireland"
53.7769384 -7.5012256 429 Micsin's "Granard  Co. Longford  Ireland"
54.1170495 -7.5828785 430 The Crow's Nest "R205  Doon  Co. Cavan  Ireland"
54.0651612 -7.3358655 431 The Flying Saucer "18 Main St  Drumliff  Belturbet  Co. Cavan  H14 TP48  Ireland"
53.8644256 -7.207211 433 Mcbrides "Market St  Cornahilt  Ballyjamesduff  Co. Cavan  Ireland"
54.1900831 -8.015435 439 Melrose Inn "Dowra  Co. Leitrim  Ireland"
53.9049519 -6.8047508 442 The Porterhouse "Main St  Lisasturrin  Kingscourt  Co. Cavan  Ireland"
53.9896178 -7.3633901 443 The Abbey Bar "Coleman Road  Abbeyland  Cavan  Ireland"
54.1205097 -7.676627 444 The Keepers Arms "Corrasmongan  Bawnboy  Co. Cavan  Ireland"
52.6640553 -8.622281 445 Smyths Bar "Denmark St  Limerick  V94 K6WH  Ireland"
52.701926 -9.419027 446 M Tubridy "Main Street  Cooraclare  Co. Clare  Ireland"
52.8449404 -8.9823711 448 Knoxs "18 Abbey St  Lifford  Ennis  Co. IE  V95 AX83  Ireland"
53.012567 -9.386521 450 O'connors Bar "Fisher St  Ballyvara  Doolin  Co. Clare  V95 FY67  Ireland"
52.789468 -8.915143 451 The Fergus Inn "Latoon North  Newmarket on Fergus  Co. Clare  Ireland"
52.8557587 -9.4007728 454 Michael A's "Main St  Leagard North  Co. Clare  Ireland"
52.760713 -8.8963239 455 The Hunter's Lodge "Ennis road  Newmarket-on-Fergus  Co. Clare  Ireland"
52.8451737 -9.4365209 456 Burke's Armada Hotel "Spanish Point  Miltown Malbay  Co. Clare  Ireland"
52.679947 -9.646246 458 Murphy's "Dough  Kilkee  Co. Clare  Ireland"
53.0289 -9.289749 460 Rathbaun Hotel "Main St  Rathbaun  Lisdoonvarna  Co. Clare  Ireland"
52.712892 -8.6038898 461 The Daggers "Parkroe  Co. Clare  Ireland"
52.8436107 -8.9869072 463 The Corner Bar "74 Parnell St  Clonroad Beg  Ennis  Co. Clare  Ireland"
52.9518694 -8.3719086 464 The Half Barrell "Whitegate  Lakyle  Whitegate  Co. Clare  Ireland"
52.699105 -8.816456 466 Gallaghers Seafood Restaurant "Bunratty West  Bunratty  Co. Clare  Ireland"
53.2750808 -7.491415 474 Gallahers Bar "Church St  Tullamore  Co. Offaly  Ireland"
51.8926277 -8.4813385 475 The Gallows Inn "160 Bandon Rd  The Lough  Cork  T12 TH22  Ireland"
52.8622301 -8.6524366 477 The Blacksticks Bar "Silvergrove  Co. Clare  Ireland"
52.8436107 -8.9869072 482 Lucas Bar "74 Parnell St  Clonroad Beg  Ennis  Co. Clare  Ireland"
52.6940383 -8.7580629 483 Setrights Tavern "Laghile  Co. Clare  Ireland"
52.867478 -8.7575519 486 Supervalue "Main St  Tulla  Clare  Ireland"
52.6924765 -9.2254726 487 Tir Na Nóg "Carrowreagh East  Cranny  Co. Clare  Ireland"
52.6964371 -8.8131049 488 The Creamery Bar And Restaurant "Old Bunratty Rd  Bunratty West  Bunratty  Co. Clare  V95 CC85  Ireland"
52.865538 -8.9811858 489 Auburn Lodge Hotel "Gort Rd  Ballycorey  Ennis  Co. Clare  Ireland"
52.8147284 -8.9660315 493 Navins Bar "Barrack St  Clare Commons  Clarecastle  Co. Clare  Ireland"
52.9454722 -9.0654715 494 Daffy's Bar "Main St  Corofin  Co. Clare  Ireland"
52.7462526 -9.4298868 496 Walsh's Bar "Creegh South  Co. Clare  Ireland"
53.1162333 -9.1504575 500 O Loclainn "Ballyvaughan  Co. Clare  Ireland"
52.6393674 -9.4852599 505 Kellys Bar And Restaurant "26 Henry St  Drimna  Kilrush  Co. Clare  Ireland"
52.8568763 -8.8508756 509 Norrie Henchys "Clooney  Sraheen  Quin  Co. Clare  Ireland"
52.8476214 -8.9818932 510 May Kearneys "2 Newbridge Rd  Lifford  Ennis  Co. Clare  V95 H778  Ireland"
52.9329232 -9.3462553 513 The Claremont Hotel "Main St  Dough  Lahinch  Co. Clare  Ireland"
52.8446245 -8.9827546 516 O'hallorans Bar "2 Abbey St  Clonroad Beg  Ennis  Co. Clare  Ireland"
52.8426779 -8.9876017 517 Kellys Bar And Lounge "5 Carmody St  Clonroad Beg  Ennis  Co. Clare  Ireland"
52.8844524 -8.597113 518 The Cobblers Rest "Bodyke  Broadford  Scarriff  Co. Clare  Ireland"
52.604006 -9.710766 519 The Long Dock "West St  Rinemackaderrig  Carrigaholt  Co. Clare  Ireland"
52.6995682 -8.8119226 521 Macs Bar "Bunratty West  Bunratty  Co. Clare  Ireland"
