length
119.196995
119.196707
119.192939
119.147251
119.145485
119.145077
119.145077
119.144649
119.144098
119.139899
119.139899
119.139899
119.124323
119.124323
119.123536
119.123535
119.123393
119.123393
119.123233
119.121688
119.117386
119.117386
119.117386
119.114656
119.088249
119.076498
119.076497
119.074527
119.074527
119.074460
119.074440
119.073181
119.066059
119.066059
119.066059
119.065433
119.065433
119.065381
119.065207
119.064914
119.063740
119.063013
119.062269
119.058819
119.057104
119.052542
119.052448
119.051287
119.051287
119.051287
119.051287
119.009630
119.008521
119.008521
119.008483
119.007133
119.007133
118.933678
118.896619
118.894841
118.894841
118.894841
118.894841
118.894706
118.894706
118.894486
118.888283
118.886933
118.886933
118.886933
118.886933
118.886524
118.884883
118.884883
118.884883
118.884883
118.884883
118.884883
118.884804
118.884804
118.882966
118.882966
118.882966
118.882966
118.882966
118.882966
118.882632
118.882632
118.882632
118.882632
118.882632
118.882632
118.882632
118.882632
118.882632
118.882632
118.879815
118.879805
118.867568
118.867568
118.867565
118.867565
118.867565
118.852649
118.852119
118.851922
118.851884
118.851884
118.851884
118.851884
118.851884
118.851884
118.851884
118.851884
118.851860
118.851860
118.851860
118.851860
118.851754
118.851754
118.851754
118.851754





118.851754
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851289
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851274
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272
118.851272













