length
9963.325921
10026.166062
10015.635615
9981.896940
10036.785238
9992.163613
10014.217238
10075.543465
9974.497547
10029.687206
10065.027534
10047.573306
10006.859560
9927.525427
10008.798678
10022.952889
9950.137757
9890.888854
9946.338623
10033.700445
9988.046523
9941.499462
9910.668925
9848.080290
9954.004859
10003.174700
9956.997901
9894.825471
9880.802444
9866.777777
9850.903493
9778.463433
9902.231554
9914.086897
9803.716105
9885.738983
9850.493243
9776.083353
9836.632796
9736.846444
9750.208684
9747.203109
9800.189883
9652.051714
9721.798029
9671.655122
9604.545244
9636.314417
9562.983305
9604.051471
9539.797238
9437.969772
9531.637768
9323.935223
9446.951420
9393.312201
9428.935970
9319.015492
9290.334287
9180.059836
9118.297847
9149.527778
9023.977222
8830.433176
8935.545945
8850.927740
8871.574193
8764.175146
8797.363002
8742.468210
8629.947597
8453.544037
8439.196199
8423.413903
8296.597831
8266.704434
8036.820565
8109.144065
7824.976255
7730.797631
7575.732863
7507.343959
7382.747806
7262.543915
7077.139557
6956.919123
6951.109090
6656.785857
6492.455090
6292.435513
6194.167089
6079.649711
5997.833220
5794.939755
5597.949472
5367.921075
5340.352289
5094.066692
4887.672216
4795.814719
4570.979243
4392.389737
4229.735247
3999.208597
3874.556889
3750.025597
3546.469925
3460.425530
3301.324957
3116.305488
3004.777801
2845.224800
2755.655954
2626.367629
2483.488701
2324.548250
2302.597429
2184.829891
2068.387081
1987.752273
1856.156715
1787.871365
1658.642333
1583.460893
1509.756973
1425.145409
1368.289145
1303.814595
1243.829816
1181.007945
1137.532249
1056.202055
990.603313
953.123152
900.070590
861.780666
831.067068
797.585181
751.419345
716.483127
673.130872
647.774425
623.261943
583.098308
549.160559
528.530653
501.799246
480.294138
459.314739
438.283464
419.556320
405.775937
389.829968
372.952148
361.167214
349.783437
337.898025
326.355030
316.461941
305.417668
296.973407
290.467573
282.453981
275.038817
267.487069
260.596671
255.497098
248.789745
240.979248
236.484896
231.241907
226.235700
222.566440
217.616805
213.378547
209.788120
206.090349
203.377596
199.837847
196.671956
193.323485
189.533501
186.731852
184.181626
181.360919
177.979682
175.613902
173.768054
171.732131
169.018983
166.813119
165.718016
163.824237
162.283554
160.782737
159.317237
158.073729
156.672388
155.738718
154.425352
152.958407
151.613307
150.540167
149.383057
148.687308
148.141674
147.199045
145.686326
144.738405
143.973150
142.599818
141.544136
140.683832
139.868061
138.945537
138.431460
137.800259
137.295472
136.952065
136.078120
135.389907
134.810546
133.920430
133.323217
133.099368




132.853856
132.250645
131.845220
131.573749
131.189387
130.538156
130.002411
129.478614
129.266219
129.055120
128.795847
128.660879
128.483897
128.044841
127.868778
127.657875
127.372884
127.251804
126.962716
126.746236
126.398295
126.083636
125.995547
125.760151
125.634209
125.473433
125.269599
125.230412
125.124400
124.851874
124.713540
124.515678
124.251933
123.786767
123.605438
123.530011
123.377906
123.143581
123.063047
123.010074
122.931459
122.864144
122.836166
122.705603
122.667051
122.580119
122.504225
122.458243
122.404845
122.273638
122.173400
122.014627
121.988883
121.829744
121.771324
121.758580
121.732261
121.685476
121.668395
121.486232
121.471228
121.387307
121.347091
121.326979
121.305296
121.300411
121.193556
121.097950
121.063852
121.056378
121.024002
120.999898
120.951275
120.945418
120.912296
120.886356
120.873587
120.863435
120.820461
120.770034
120.738458
120.728736
120.647176
120.596325
120.479959
120.458291
120.434938
120.411730
120.407199
120.403586
120.319696
120.268639
120.266608
120.217103
120.177106
120.169211
120.152600
120.115945
120.010156
119.922423
119.817133
119.754553
119.733202
119.723615
119.701494
119.665463
119.662113
119.625733
119.620772
119.616284
119.615520
119.586977
119.586524
119.583374
119.577500
119.575371
119.560194
119.554911
119.532671
119.531048
119.530367
119.529596
119.519550
119.498548
119.496778
119.494556
119.484380
119.474780
119.474778
119.471086
119.353798
119.322641
119.322009
119.321679
119.321076





119.320450
119.318743
119.294294
119.288990
119.246789
119.246553
119.240266
119.236889
119.235336
119.233651
119.199957
119.199801
119.199440
