latitude,longitude,trading_name
53.3426072,-6.277982700000001,Vicar Street
53.341721400000004,-6.2786664000000005,The Lark Inn
53.34157099999999,-6.278464899999999,Bohans
53.3398929,-6.2819427,The Pimlico Tavern
53.3367912,-6.287828500000001,Morrisseys
53.34044660000001,-6.2868739,The Brewery Bar
53.3424238,-6.294490499999998,Kennys
53.341874,-6.2867093,Guinness Storehouse
53.342484000000006,-6.288516,The Old Harbour
53.342929000000005,-6.290996900000001,The Malthouse
53.3480475,-6.290149400000001,Millennium Bar
53.35040859999999,-6.2820078,The Belfry
53.349842,-6.2784733,Delaneys Bar
53.34980529999999,-6.2778529,The Cobblestone
53.348808999999996,-6.278513999999999,Oscar's Cafe Bar
53.3492458,-6.2704692999999985,The Capel Bar
53.3495949,-6.2690320999999996,The Dubliner Public House
53.3483761,-6.2773544,The Old Jameson Distillery
53.34979689999999,-6.2690882000000006,The Black Sheep
53.3513297,-6.2700682,Bodkins
53.3542718,-6.2712582,Paddy Murphy's Bar
53.355250100000006,-6.266072599999998,Long Island Bar
53.356147,-6.2678734999999985,The Berkley
53.356588,-6.273832,Mcgowans Of Phibsboro
53.36099129999999,-6.272937100000001,The Bohemian House
53.359795999999996,-6.272818300000001,Phibsborough House
53.3609994,-6.2725845,The Hut
53.3585118,-6.2730717999999985,The Mill Public House
53.360899800000006,-6.2724779999999996,John Doyles Pub
53.365205700000004,-6.271908199999999,P. Hedigan - The Brian Boru
53.366839399999996,-6.271147699999998,The Temple Bar Tavern
53.36469,-6.2713980000000005,The Porterhouse North
53.369637,-6.271989800000001,John Kavanagh
53.36120589999999,-6.282972600000001,Downeys
53.36259339999999,-6.2903221999999985,The Homestead
53.366685100000005,-6.292013400000001,Mcgraths
53.3673965,-6.2985614000000005,The Cabra House
53.36507629999999,-6.3190053,Cumiskeys
53.365817299999996,-6.3229389000000005,The Hole In The Wall
53.3705079,-6.3238851999999985,Breffni Inn
53.3876284,-6.301254,Village Inn
53.3862402,-6.2969933,The Bottom Of The Hill
53.390218299999994,-6.2999719,The Shamrock Lodge
53.38957509999999,-6.298618,Drogheda Lodge/the Full Shilling
53.401321100000004,-6.2973171,The Deputy Lord Mayor
53.39333209999999,-6.2860111,The Willows
53.3906257,-6.288092099999999,Martin's Bar
53.3897175,-6.2712582999999995,T/a The Autobahn
53.395789199999996,-6.262727099999998,Axis
53.38533289999999,-6.2656215,The Slipper Public House
53.38245209999999,-6.277492899999999,Cremore House
53.38211999999999,-6.276583599999999,The Quarry Public House
53.373737,-6.2687764999999995,Tolka House
53.37243549999999,-6.252243599999999,The Ivy House /patrick Carthy And Sons
53.3711968,-6.2532538,The Cat And Cage
53.367450500000004,-6.2559752,Fagans
53.3670578,-6.2556917,Kennedys
53.363475199999996,-6.2580402,Quinns Of Drumcondra
53.3584166,-6.255915900000001,Phil Ryans
53.35368039999999,-6.2594227999999985,Booze2go
53.35520090000001,-6.2604042,Stoneys
53.359734200000005,-6.2569697,The Hideout
53.361067500000004,-6.259534400000001,T/a The Red Parrot
53.36277020000001,-6.260302299999998,Patrick Mcgrath
53.359006799999996,-6.261700299999998,The Auld Triangle
53.3585185,-6.2543228,James Gill
53.3598387,-6.2608191999999985,The Big Tree
53.357307999999996,-6.263601,Kavanaghs Pub
53.357307999999996,-6.263601,The Temple
53.3572304,-6.263848599999998,Aurora Cafe Bar
53.3571652,-6.2639184000000006,Jim Beam's
53.3550238,-6.2572031,Hill 16
53.3521455,-6.249610499999998,Cleary's
53.35078189999999,-6.2448504,Noctor's Public House
53.354966299999994,-6.245943599999999,The Strand House
53.352774100000005,-6.2489732999999985,Lloyds Bar And Lounge
53.35088709999999,-6.2528635,74 Talbot
